Time_Date,DTU_to_Infosys,Infosys_to_RG,RG_to_DTU
2019-09-16 03:00:00,15305.841,1035.1572,15850.669
2019-09-16 03:10:00,15305.359,1033.0885,15839.783
2019-09-16 03:20:00,15303.542,1031.5055,15825.198
2019-09-16 03:30:00,15301.695,1031.2626,15818.597
2019-09-16 03:40:00,15301.785,1030.5575,15816.419
2019-09-16 03:50:00,15301.427,1029.1447,15808.211
2019-09-16 04:00:00,15300.732,1028.2383,15799.934
2019-09-16 04:10:00,15300.218,1027.9056,15796.047
2019-09-16 04:20:00,15300.191,1027.2167,15793.177
2019-09-16 04:30:00,15300.01,1026.291,15787.634
2019-09-16 04:40:00,15299.765,1025.7264,15782.912
2019-09-16 04:50:00,15299.613,1025.3771,15780.34
2019-09-16 05:00:00,15299.582,1024.8154,15777.808
2019-09-16 05:10:00,15299.504,1024.2146,15774.265
2019-09-16 05:20:00,15299.419,1023.83215,15771.499
2019-09-16 05:30:00,15299.372,1023.5169,15769.707
2019-09-16 05:40:00,15299.3545,1023.09625,15767.789
2019-09-16 05:50:00,15299.323,1022.70197,15765.583
2019-09-16 06:00:00,15299.294,1022.42755,15763.905
2019-09-16 06:10:00,15299.278,1022.16833,15762.648
2019-09-16 06:20:00,15299.27,1021.86646,15761.304
2019-09-16 06:30:00,15299.258,1021.6023,15759.938
2019-09-16 06:40:00,15299.247,1021.39996,15758.889
2019-09-16 06:50:00,15299.243,1021.199,15758.019
2019-09-16 07:00:00,15299.238,1020.9867,15757.118
2019-09-16 07:10:00,15299.234,1020.80554,15756.271
2019-09-16 07:20:00,15299.23,1020.6555,15755.599
2019-09-16 07:30:00,15299.229,1020.5055,15755.007
2019-09-16 07:40:00,15299.227,1020.35724,15754.419
2019-09-16 07:50:00,15299.226,1020.2307,15753.888
2019-09-16 08:00:00,15299.225,1020.11993,15753.453
2019-09-16 08:10:00,15299.224,1020.0105,15753.057
2019-09-16 08:20:00,15299.223,1019.907,15752.676
2019-09-16 08:30:00,15299.222,1019.8174,15752.342
2019-09-16 08:40:00,15299.222,1019.7363,15752.057
2019-09-16 08:50:00,15299.222,1019.6577,15751.796
2019-09-16 09:00:00,15299.221,1019.585,15751.552
2019-09-16 09:10:00,15299.221,1019.52124,15751.338
2019-09-16 09:20:00,15299.221,1019.46234,15751.153
2019-09-16 09:30:00,15299.221,1019.40625,15750.98
2019-09-16 09:40:00,15299.221,1019.35516,15750.825
2019-09-16 09:50:00,15299.221,1019.30945,15750.6875
2019-09-16 10:00:00,15299.221,1019.267,15750.567
2019-09-16 10:10:00,15299.221,1019.2272,15750.456
2019-09-16 10:20:00,15299.221,1019.191,15750.356
2019-09-16 10:30:00,15299.221,1019.15826,15750.268
2019-09-16 10:40:00,15299.221,1019.1279,15750.189
2019-09-16 10:50:00,16765.785,1111.9241,16425.314
2019-09-16 11:00:00,16878.85,1095.4247,16483.3
2019-09-16 11:10:00,16761.71,1073.6282,16465.469
2019-09-16 11:20:00,16572.076,1099.4568,16507.004
2019-09-16 11:30:00,16551.898,1132.9531,16515.684
2019-09-16 11:40:00,16535.334,1153.7122,16515.025
2019-09-16 11:50:00,16536.143,1152.5573,16555.352
2019-09-16 12:00:00,16442.863,1133.0071,16689.078
2019-09-16 12:10:00,16375.113,1135.1655,16690.379
2019-09-16 12:20:00,16345.89,1130.163,16725.451
2019-09-16 12:30:00,16324.998,1123.2085,16655.947
2019-09-16 12:40:00,16133.063,1107.3188,16534.717
2019-09-16 12:50:00,15805.131,1081.0387,16213.723
2019-09-16 13:00:00,15296.023,1017.62213,15652.532
2019-09-16 13:10:00,15297.736,1007.43884,15652.235
2019-09-16 13:20:00,15282.435,1008.35266,15615.535
2019-09-16 13:30:00,15252.581,992.06244,15607.024
2019-09-16 13:40:00,15246.63,982.2954,15591.247
2019-09-16 13:50:00,15254.357,981.2415,15583.314
2019-09-16 14:00:00,15254.12,985.2225,15571.169
2019-09-16 14:10:00,15257.228,963.13824,15562.657
2019-09-16 14:20:00,15285.814,975.4228,15541.288
2019-09-16 14:30:00,15327.86,978.95856,15551.714
2019-09-16 14:40:00,15387.558,978.9391,15528.086
2019-09-16 14:50:00,15359.792,973.5538,15483.894
2019-09-16 15:00:00,15371.281,975.89044,15490.669
2019-09-16 15:10:00,15259.709,1012.2966,15556.883
2019-09-16 15:20:00,15268.466,1019.7799,15563.404
2019-09-16 15:30:00,15291.944,1020.29877,15601.256
2019-09-16 15:40:00,15296.664,1007.33673,15635.13
2019-09-16 15:50:00,15326.754,1004.2122,15675.54
2019-09-16 16:00:00,15316.156,1013.27094,15756.1875
2019-09-16 16:10:00,15340.809,1013.6593,15790.914
2019-09-16 16:20:00,15338.039,1013.6923,15870.876
2019-09-16 16:30:00,15327.189,1025.8116,15909.532
2019-09-16 16:40:00,15352.743,1033.1271,15943.898
2019-09-16 16:50:00,15370.266,1052.6387,15999.448
2019-09-16 17:00:00,15386.306,1058.932,16039.443
2019-09-16 17:10:00,15404.51,1057.4281,16057.45
2019-09-16 17:20:00,15418.172,1047.7955,16004.558
2019-09-16 17:30:00,15331.244,1046.659,15940.711
2019-09-16 17:40:00,15338.399,1049.3453,15962.85
2019-09-16 17:50:00,15343.309,1046.3733,15958.39
2019-09-16 18:00:00,15337.961,1040.9781,15918.94
2019-09-16 18:10:00,15313.276,1040.7802,15890.45
2019-09-16 18:20:00,15315.7295,1041.3501,15899.008
2019-09-16 18:30:00,15316.022,1038.5951,15887.676
2019-09-16 18:40:00,15311.967,1035.6815,15862.72
2019-09-16 18:50:00,15305.207,1035.5609,15849.703
2019-09-16 19:00:00,15305.841,1035.1572,15850.669
2019-09-16 19:10:00,15305.359,1033.0885,15839.783
2019-09-16 19:20:00,15303.542,1031.5055,15825.198
2019-09-16 19:30:00,15301.695,1031.2626,15818.597
2019-09-16 19:40:00,15301.785,1030.5575,15816.419
2019-09-16 19:50:00,15301.427,1029.1447,15808.211
2019-09-16 20:00:00,15300.732,1028.2383,15799.934
2019-09-16 20:10:00,15300.218,1027.9056,15796.047
2019-09-16 20:20:00,15300.191,1027.2167,15793.177
2019-09-16 20:30:00,15300.01,1026.291,15787.634
2019-09-16 20:40:00,15299.765,1025.7264,15782.912
2019-09-16 20:50:00,15299.613,1025.3771,15780.34
2019-09-16 21:00:00,15299.582,1024.8154,15777.808
2019-09-16 21:10:00,15299.504,1024.2146,15774.265
2019-09-16 21:20:00,15299.419,1023.83215,15771.499
2019-09-16 21:30:00,15299.372,1023.5169,15769.707
2019-09-16 21:40:00,15299.3545,1023.09625,15767.789
2019-09-16 21:50:00,15299.323,1022.70197,15765.583
2019-09-16 22:00:00,15299.294,1022.42755,15763.905
2019-09-16 22:10:00,15299.278,1022.16833,15762.648
2019-09-16 22:20:00,15299.27,1021.86646,15761.304
2019-09-16 22:30:00,15299.258,1021.6023,15759.938
2019-09-16 22:40:00,15299.247,1021.39996,15758.889
2019-09-16 22:50:00,15299.243,1021.199,15758.019
2019-09-16 23:00:00,15299.238,1020.9867,15757.118
2019-09-17 00:00:00,15299.234,1020.80554,15756.271
2019-09-17 00:10:00,15299.23,1020.6555,15755.599
2019-09-17 00:20:00,15299.229,1020.5055,15755.007
2019-09-17 00:30:00,15299.227,1020.35724,15754.419
2019-09-17 00:40:00,15299.226,1020.2307,15753.888
2019-09-17 00:50:00,15299.225,1020.11993,15753.453
2019-09-17 01:00:00,15299.224,1020.0105,15753.057
2019-09-17 01:10:00,15299.223,1019.907,15752.676
2019-09-17 01:20:00,15299.222,1019.8174,15752.342
2019-09-17 01:30:00,15299.222,1019.7363,15752.057
2019-09-17 01:40:00,15299.222,1019.6577,15751.796
2019-09-17 01:50:00,15299.221,1019.585,15751.552
2019-09-17 02:00:00,15299.221,1019.52124,15751.338
2019-09-17 02:10:00,15299.221,1019.46234,15751.153
2019-09-17 02:20:00,15299.221,1019.40625,15750.98
2019-09-17 02:30:00,15299.221,1019.35516,15750.825
2019-09-17 02:40:00,15299.221,1019.30945,15750.6875
2019-09-17 02:50:00,15299.221,1019.267,15750.567
2019-09-17 03:00:00,15299.221,1019.2272,15750.456
2019-09-17 03:10:00,15299.221,1019.191,15750.356
2019-09-17 03:20:00,15299.221,1019.15826,15750.268
2019-09-17 03:30:00,15299.221,1019.1279,15750.189
2019-09-17 03:40:00,16765.785,1111.9241,16425.314
2019-09-17 03:50:00,16878.85,1095.4247,16483.3
2019-09-17 04:00:00,16761.71,1073.6282,16465.469
2019-09-17 04:10:00,16572.076,1099.4568,16507.004
2019-09-17 04:20:00,16551.898,1132.9531,16515.684
2019-09-17 04:30:00,16535.334,1153.7122,16515.025
2019-09-17 04:40:00,16536.143,1152.5573,16555.352
2019-09-17 04:50:00,16442.863,1133.0071,16689.078
2019-09-17 05:00:00,16375.113,1135.1655,16690.379
2019-09-17 05:10:00,16345.89,1130.163,16725.451
2019-09-17 05:20:00,16324.998,1123.2085,16655.947
2019-09-17 05:30:00,16133.063,1107.3188,16534.717
2019-09-17 05:40:00,15805.131,1081.0387,16213.723
2019-09-17 05:50:00,15296.023,1017.62213,15652.532
2019-09-17 06:00:00,15297.736,1007.43884,15652.235
2019-09-17 06:10:00,15282.435,1008.35266,15615.535
2019-09-17 06:20:00,15252.581,992.06244,15607.024
2019-09-17 06:30:00,15246.63,982.2954,15591.247
2019-09-17 06:40:00,15254.357,981.2415,15583.314
2019-09-17 06:50:00,15254.12,985.2225,15571.169
2019-09-17 07:00:00,15257.228,963.13824,15562.657
2019-09-17 07:10:00,15285.814,975.4228,15541.288
2019-09-17 07:20:00,15327.86,978.95856,15551.714
2019-09-17 07:30:00,15387.558,978.9391,15528.086
2019-09-17 07:40:00,15359.792,973.5538,15483.894
2019-09-17 07:50:00,15371.281,975.89044,15490.669
2019-09-17 08:00:00,15259.709,1012.2966,15556.883
2019-09-17 08:10:00,15268.466,1019.7799,15563.404
2019-09-17 08:20:00,15291.944,1020.29877,15601.256
2019-09-17 08:30:00,15296.664,1007.33673,15635.13
2019-09-17 08:40:00,15326.754,1004.2122,15675.54
2019-09-17 08:50:00,15316.156,1013.27094,15756.1875
2019-09-17 09:00:00,15340.809,1013.6593,15790.914
2019-09-17 09:10:00,15338.039,1013.6923,15870.876
2019-09-17 09:20:00,15327.189,1025.8116,15909.532
2019-09-17 09:30:00,15352.743,1033.1271,15943.898
2019-09-17 09:40:00,15370.266,1052.6387,15999.448
2019-09-17 09:50:00,15386.306,1058.932,16039.443
2019-09-17 10:00:00,15404.51,1057.4281,16057.45
2019-09-17 10:10:00,15418.172,1047.7955,16004.558
2019-09-17 10:20:00,15331.244,1046.659,15940.711
2019-09-17 10:30:00,15338.399,1049.3453,15962.85
2019-09-17 10:40:00,15343.309,1046.3733,15958.39
2019-09-17 10:50:00,15337.961,1040.9781,15918.94
2019-09-17 11:00:00,15313.276,1040.7802,15890.45
2019-09-17 11:10:00,15315.7295,1041.3501,15899.008
2019-09-17 11:20:00,15316.022,1038.5951,15887.676
2019-09-17 11:30:00,15311.967,1035.6815,15862.72
2019-09-17 11:40:00,15305.207,1035.5609,15849.703
2019-09-17 11:50:00,15305.841,1035.1572,15850.669
2019-09-17 12:00:00,15305.359,1033.0885,15839.783
2019-09-17 12:10:00,15303.542,1031.5055,15825.198
2019-09-17 12:20:00,15301.695,1031.2626,15818.597
2019-09-17 12:30:00,15301.785,1030.5575,15816.419
2019-09-17 12:40:00,15301.427,1029.1447,15808.211
2019-09-17 12:50:00,15300.732,1028.2383,15799.934
2019-09-17 13:00:00,15300.218,1027.9056,15796.047
2019-09-17 13:10:00,15300.191,1027.2167,15793.177
2019-09-17 13:20:00,15300.01,1026.291,15787.634
2019-09-17 13:30:00,15299.765,1025.7264,15782.912
2019-09-17 13:40:00,15299.613,1025.3771,15780.34
2019-09-17 13:50:00,15299.582,1024.8154,15777.808
2019-09-17 14:00:00,15299.504,1024.2146,15774.265
2019-09-17 14:10:00,15299.419,1023.83215,15771.499
2019-09-17 14:20:00,15299.372,1023.5169,15769.707
2019-09-17 14:30:00,15299.3545,1023.09625,15767.789
2019-09-17 14:40:00,15299.323,1022.70197,15765.583
2019-09-17 14:50:00,15299.294,1022.42755,15763.905
2019-09-17 15:00:00,15299.278,1022.16833,15762.648
2019-09-17 15:10:00,15299.27,1021.86646,15761.304
2019-09-17 15:20:00,15299.258,1021.6023,15759.938
2019-09-17 15:30:00,15299.247,1021.39996,15758.889
2019-09-17 15:40:00,15299.243,1021.199,15758.019
2019-09-17 15:50:00,15299.238,1020.9867,15757.118
2019-09-17 16:00:00,15299.234,1020.80554,15756.271
2019-09-17 16:10:00,15299.23,1020.6555,15755.599
2019-09-17 16:20:00,15299.229,1020.5055,15755.007
2019-09-17 16:30:00,15299.227,1020.35724,15754.419
2019-09-17 16:40:00,15299.226,1020.2307,15753.888
2019-09-17 16:50:00,15299.225,1020.11993,15753.453
2019-09-17 17:00:00,15299.224,1020.0105,15753.057
2019-09-17 17:10:00,15299.223,1019.907,15752.676
2019-09-17 17:20:00,15299.222,1019.8174,15752.342
2019-09-17 17:30:00,15299.222,1019.7363,15752.057
2019-09-17 17:40:00,15299.222,1019.6577,15751.796
2019-09-17 17:50:00,15299.221,1019.585,15751.552
2019-09-17 18:00:00,15299.221,1019.52124,15751.338
2019-09-17 18:10:00,15299.221,1019.46234,15751.153
2019-09-17 18:20:00,15299.221,1019.40625,15750.98
2019-09-17 18:30:00,15299.221,1019.35516,15750.825
2019-09-17 18:40:00,15299.221,1019.30945,15750.6875
2019-09-17 18:50:00,15299.221,1019.267,15750.567
2019-09-17 19:00:00,15299.221,1019.2272,15750.456
2019-09-17 19:10:00,15299.221,1019.191,15750.356
2019-09-17 19:20:00,15299.221,1019.15826,15750.268
2019-09-17 19:30:00,15299.221,1019.1279,15750.189
2019-09-17 19:40:00,16765.785,1111.9241,16425.314
2019-09-17 19:50:00,16878.85,1095.4247,16483.3
2019-09-17 20:00:00,16761.71,1073.6282,16465.469
2019-09-17 20:10:00,16572.076,1099.4568,16507.004
2019-09-17 20:20:00,16551.898,1132.9531,16515.684
2019-09-17 20:30:00,16535.334,1153.7122,16515.025
2019-09-17 20:40:00,16536.143,1152.5573,16555.352
2019-09-17 20:50:00,16442.863,1133.0071,16689.078
2019-09-17 21:00:00,16375.113,1135.1655,16690.379
2019-09-17 21:10:00,16345.89,1130.163,16725.451
2019-09-17 21:20:00,16324.998,1123.2085,16655.947
2019-09-17 21:30:00,16133.063,1107.3188,16534.717
2019-09-17 21:40:00,15805.131,1081.0387,16213.723
2019-09-17 21:50:00,15296.023,1017.62213,15652.532
2019-09-17 22:00:00,15297.736,1007.43884,15652.235
2019-09-17 22:10:00,15282.435,1008.35266,15615.535
2019-09-17 22:20:00,15252.581,992.06244,15607.024
2019-09-17 22:30:00,15246.63,982.2954,15591.247
2019-09-17 22:40:00,15254.357,981.2415,15583.314
2019-09-17 22:50:00,15254.12,985.2225,15571.169
